id,trigger,conditions,script,text,options,notes
marketPostOpenFSEMixedIndirect,MarketPostOpen,"$hasMarket
!$market.mc:event_food_shortage
$market.foodShortagePartiallyEndedByPlayerRemote score:1000","unsetAll $market.foodShortage
FireBest MarketPostOpen","Отчасти благодаря вашим усилиям недавняя нехватка продовольствия закончилась. Ваше положение с $theMarketFaction должно немного улучшиться.",,
marketPostOpenFSENonPlayer,MarketPostOpen,"$hasMarket
!$market.mc:event_food_shortage
$market.foodShortageEndedByNPC score:1000","unsetAll $market.foodShortage
FireBest MarketPostOpen","Вы узнали через местную новостную сеть о недавнем дефиците продуктов питания. Хотя дефицит уже закончился, ситуация остается нестабильной.",,
marketPostOpenFSEExpired,MarketPostOpen,"$hasMarket
!$market.mc:event_food_shortage
$market.foodShortageExpired score:1000","unsetAll $market.foodShortage
FireBest MarketPostOpen","Вы узнали через местную новостную сеть о недавнем дефиците продуктов питания. Хотя дефицит уже закончился, ситуация остается нестабильной.",,
marketPostOpenAddContinue,MPOAddContinue,,,,mpoContinue:Продолжить,
marketPostOpenContinue,DialogOptionSelected,$option == mpoContinue,"#OpenCoreTab CARGO $lastTradeMode
FireBest MarketPostOpen",,,
,,,,,,
# default fleet greeting lines,,,,,,
greetingNoComms,OpenCommLink,$entity.ignorePlayerCommRequests score:10000,"ShowDefaultVisual
EndConversation NO_CONTINUE","Вы пытаетесь установить связь, но в ответ только помехи.",,
greetingDefaultTOffNormal,OpenCommLink,"!$player.transponderOn
$entity.relativeStrength >= 0",,"$PersonRank $personName выглядит раздраженным. ""Если вы хотите поговорить, сначала назовите себя.""","turnOnTransponder:Включить транспондер
cutCommLink:Отключить связь",
greetingDefaultTOffWeaker,OpenCommLink,"!$player.transponderOn
$entity.relativeStrength < 0",,"$PersonRank $personName выглядит обеспокоенным. ""Если вы хотите поговорить, сначала назовите себя.""","turnOnTransponder:Включить транспондер
cutCommLink:Отключить связь",
greetingDefaultTurnOnT,DialogOptionSelected,$option == turnOnTransponder,"ActivateAbility $player.fleetId transponder
UpdateMemory
FireBest OpenCommLink",Вы отдаете приказ активировать транспондер и снова открыть канал связи.,,
greetingDefaultFriendly,OpenCommLink,$faction.friendlyToPlayer,"$menuState = fleetConvMain 0
FireAll PopulateOptions","""Подтверждение получения кода AIS. Рад тебя видеть, $playerName.""",,
greetingDefaultHostileWeaker,OpenCommLink,"$entity.isHostile
$entity.relativeStrength < 0",$ignorePlayerCommRequests = true 1,"""Враг $shipOrFleet, я уже послал сигнал о помощи ближайшим патрулям, убирайтесь отсюда, если не хочешь нарваться на неприятности.""",cutCommLink:Выключить транспондер,
greetingDefaultHostileWeakerDefiant,OpenCommLink,"$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$ignorePlayerCommRequests = true 1,"Враг $personRank выглядит хладнокровным и безжалостным. ""Мы будем сражаться с вами до последнего,"" $heOrShe говорит.
OR
""Черт, мы в затруднительном положении."" $PersonRank $personName вдруг замечает, что связь работает и отключает ее.",cutCommLink:Выключить транспондер,
greetingDefaultHostileStronger,OpenCommLink,"$entity.isHostile
$entity.relativeStrength >= 0",EndConversation,"Похоже, что враг $personRank не желает с вами говорить, поскольку ваши запросы по связи остаются без ответа.",,
greetingDefaultNeutral,OpenCommLink,$faction.neutralToPlayer,"$menuState = fleetConvMain 0
FireAll PopulateOptions","""Вас просканировали и идентифицировали. Возможно, для нашего общего спокойствия будет лучше, если ты будешь держаться подальше.""",,
greetingDefaultInfamous,OpenCommLink,"$player.atrocities > 1
RollProbability 0.3 score:2
$faction.neutralToPlayer","#$recognizedAsInfamous
AdjustRepActivePerson INHOSPITABLE -5","""Вы были отсканированы и,"" $heOrShe моргает, глядя на экран $hisOrHer, затем говорит очень тихо совсем — себе под нос $hisOrHer, ""$playerName. мясник."" 

$HeOrShe straightens $hisOrHer back, ""Будет лучше, если ты будешь держаться на расстоянии. Мы, мы вооружены.""
OR
Когда связь разрешается, $rank $personLastName смотрит на вас с пониманием и тревогой.

""Это... ты. В то, что вы сделали, я не могу поверить..."" $heOrShe неловко откашливается $hisOrHer, ""Что вы хотите?""",,
greetingDefaultInfamousFriendly,OpenCommLink,"$faction.friendlyToPlayer
$player.atrocities > 1
RollProbability 0.3 score:2","$menuState = fleetConvMain 0
FireAll PopulateOptions","""А, капитан $playerName."" $HeOrShe выглядит неловко. ""Ваша репутация... опережает вас. Давайте быстро закончим наши дела, а затем пойдём каждый своей дорогой.""",,
,,,,,,
# Hegemony fleet greeting lines,,,,,,
greetingHegemonyFriendly,OpenCommLink,"$faction.id == hegemony
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Подтверждение получения ваших кодов, переход на защищенный канал."" В помехах мелькает икона феникса, а дальше: ""- Да? Все хорошо, я надеюсь? Рад это слышать, гражданин. Конец связи.""
OR
""Ваш $shipOrFleet был просканирован и идентифицирован, все в порядке.""
OR
""Сканирование завершено. Удачного полета."" $PersonRank $personName отключается и появляется заставка золотого феникса.",,
greetingHegemonyHostileWeaker,OpenCommLink,"$faction.id == hegemony
$entity.isHostile
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 1,"""Вражеское судно, имейте в виду, уже отправлено сообщение патрульным кораблям системы, подкрепление уже в пути. Лучше отключите системы вооружения и сдайтесь.""
OR
""Военный контакт! Имейте в виду, что стрельба по кораблю Гегемонии считается актом агрессии и на вас будут охотиться!"" $personRank Гегемонии потеет. ""Клянусь, когда они покончат с тобой, ты будешь продаваться на черных рынках в мирах по всему сектору!""
OR
""Мы посвящаем свои жизни восстановлению Домена и всего человечества."" $HeOrShe делает паузу на мгновение, как будто хочет сказать что-то еще, затем отключает связь.",cutCommLink:Отключить транспондер,
greetingHegemonyHostileWeakerDefiant,OpenCommLink,"$faction.id == hegemony
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$entity.ignorePlayerCommRequests = true 1,"$personRank Гегемонии выглядит мрачно, но вызывающе. ""Мы будем сражаться с вами до последнего,"" говорит $heOrShe.
OR
""Мы сражаемся и умираем за Домен, за человечество!"" Линия связи обрывается.",cutCommLink:Отключить связь,
